Mode,Month,State,Load Port,Species,End Use,Country, Quantity ,Year
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia," 3,099 ",2019
Air,Oct,SA,Adelaide,Sheep,Breeder,Malaysia, 146 ,2019
Air,Oct,SA,Adelaide,Cattle,Slaughter,Malaysia, 10 ,2019
Air,Oct,VIC,Melbourne,Cattle,Breeder,Thailand, 3 ,2019
Air,Oct,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 11 ,2019
Sea,Oct,NT,Darwin,Buffalo,Feeder,Vietnam, 214 ,2019
Sea,Oct,NT,Darwin,Buffalo,Feeder,Indonesia, 730 ,2019
Sea,Oct,NT,Darwin,Buffalo,Breeder,Sarawak, 342 ,2019
Sea,Oct,NT,Darwin,Buffalo,Breeder,Sabah, 315 ,2019
Sea,Oct,NT,Darwin,Cattle,Feeder,Vietnam," 1,930 ",2019
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia," 13,400 ",2019
Sea,Oct,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 659 ,2019
Sea,Oct,NT,Darwin,Cattle,Slaughter,Sarawak, 66 ,2019
Sea,Oct,QLD,Alma,Cattle,Slaughter,Vietnam," 4,187 ",2019
Sea,Oct,QLD,Brisbane,Cattle,Feeder,Japan," 1,500 ",2019
Sea,Oct,QLD,Townsville,Cattle,Feeder,Indonesia," 49,027 ",2019
Sea,Oct,QLD,Townsville,Cattle,Breeder,Indonesia, 146 ,2019
Sea,Oct,QLD,Townsville,Cattle,Slaughter,Vietnam," 20,136 ",2019
Sea,Oct,VIC,Portland,Cattle,Breeder,China," 12,917 ",2019
Sea,Oct,WA,Broome,Cattle,Feeder,Indonesia," 3,108 ",2019
Sea,Oct,WA,Fremantle,Cattle,Feeder,Israel," 9,991 ",2019
Sea,Oct,WA,Fremantle,Cattle,Feeder,Jordan, 283 ,2019
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Jordan," 39,733 ",2019
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia, 359 ,2019
Air,Nov,NSW,Sydney,Alpacas,Breeder,South Korea, 36 ,2019
Air,Nov,NSW,Sydney,Goats,Breeder,Malaysia, 27 ,2019
Air,Nov,NSW,Sydney,Goats,Breeder,Philippines, 24 ,2019
Air,Nov,NSW,Sydney,Goats,Breeder,Sabah," 1,000 ",2019
Air,Nov,NSW,Sydney,Goats,Breeder,Nepal, 26 ,2019
Air,Nov,NSW,Sydney,Sheep,Breeder,Indonesia, 17 ,2019
Air,Nov,SA,Adelaide,Cattle,Slaughter,Malaysia, 20 ,2019
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia, 591 ,2019
Air,Nov,SA,Adelaide,Sheep,Breeder,Malaysia, 266 ,2019
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,482 ",2019
Air,Nov,VIC,Melbourne,Alpacas,Breeder,Qatar, 12 ,2019
Air,Nov,VIC,Melbourne,Cattle,Breeder,Indonesia, 190 ,2019
Air,Nov,VIC,Melbourne,Cattle,Breeder,Bangladesh, 225 ,2019
Air,Nov,VIC,Melbourne,Goats,Breeder,China," 1,492 ",2019
Air,Nov,VIC,Melbourne,Goats,Breeder,Indonesia, 270 ,2019
Air,Nov,VIC,Melbourne,Sheep,Breeder,China, 402 ,2019
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia," 2,632 ",2019
Air,Nov,WA,Perth,Goats,Slaughter,Malaysia, 286 ,2019
Sea,Nov,NT,Darwin,Buffalo,Feeder,Indonesia, 456 ,2019
Sea,Nov,NT,Darwin,Buffalo,Slaughter,Vietnam," 1,248 ",2019
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 28,711 ",2019
Sea,Nov,NT,Darwin,Cattle,Feeder,Vietnam," 1,724 ",2019
Sea,Nov,NT,Darwin,Cattle,Slaughter,Vietnam, 226 ,2019
Sea,Nov,NT,Darwin,Cattle,Slaughter,Malaysia," 1,726 ",2019
Sea,Nov,QLD,Brisbane,Cattle,Feeder,Japan," 1,500 ",2019
Sea,Nov,QLD,Townsville,Cattle,Feeder,Indonesia," 17,227 ",2019
Sea,Nov,QLD,Townsville,Cattle,Feeder,Philippines," 1,326 ",2019
Sea,Nov,QLD,Townsville,Cattle,Slaughter,Vietnam," 16,997 ",2019
Sea,Nov,VIC,Portland,Cattle,Breeder,China," 13,595 ",2019
Sea,Nov,VIC,Portland,Cattle,Breeder,Pakistan," 1,863 ",2019
Sea,Nov,VIC,Geelong,Cattle,Feeder,Russia," 14,488 ",2019
Sea,Nov,WA,Geraldton,Cattle,Feeder,Indonesia," 5,925 ",2019
Sea,Nov,WA,Fremantle,Cattle,Slaughter,China," 2,618 ",2019
Sea,Nov,WA,Fremantle,Cattle,Feeder,Indonesia," 7,718 ",2019
Sea,Nov,WA,Fremantle,Cattle,Feeder,Israel," 6,538 ",2019
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Kuwait, 145 ,2019
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Qatar, 800 ,2019
Sea,Nov,WA,Fremantle,Cattle,Feeder,Russia," 1,890 ",2019
Sea,Nov,WA,Fremantle,Cattle,Slaughter,United Arab Emirates, 192 ,2019
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Vietnam," 5,919 ",2019
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait," 77,488 ",2019
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Qatar," 35,000 ",2019
Sea,Nov,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 14,000 ",2019
Air,Dec,NSW,Sydney,Alpacas,Breeder,South Korea, 24 ,2019
Air,Dec,NSW,Sydney,Cattle,Breeder,Malaysia, 169 ,2019
Air,Dec,NSW,Sydney,Cattle,Breeder,Indonesia, 177 ,2019
Air,Dec,NSW,Sydney,Cattle,Breeder,Philippines, 233 ,2019
Air,Dec,NSW,Sydney,Goats,Breeder,Nepal, 26 ,2019
Air,Dec,NSW,Sydney,Sheep,Breeder,Sarawak, 112 ,2019
Air,Dec,NSW,Sydney,Sheep,Slaughter,Malaysia, 490 ,2019
Air,Dec,SA,Adelaide,Cattle,Feeder,Malaysia, 30 ,2019
Air,Dec,SA,Adelaide,Goats,Slaughter,Malaysia, 848 ,2019
Air,Dec,SA,Adelaide,Sheep,Breeder,Malaysia, 370 ,2019
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia," 2,493 ",2019
Air,Dec,VIC,Melbourne,Cattle,Breeder,Japan, 2 ,2019
Air,Dec,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 63 ,2019
Air,Dec,VIC,Melbourne,Cattle,Breeder,Indonesia, 200 ,2019
Air,Dec,VIC,Melbourne,Sheep,Breeder,India, 480 ,2019
Sea,Dec,NT,Darwin,Buffalo,Slaughter,Vietnam, 463 ,2019
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 27,802 ",2019
Sea,Dec,NT,Darwin,Cattle,Slaughter,Vietnam," 3,058 ",2019
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia," 7,345 ",2019
Sea,Dec,QLD,Townsville,Cattle,Slaughter,Vietnam," 17,883 ",2019
Sea,Dec,QLD,Brisbane,Cattle,Feeder,Japan," 1,500 ",2019
Sea,Dec,VIC,Portland,Cattle,Breeder,China," 23,702 ",2019
Sea,Dec,VIC,Portland,Cattle,Breeder,Philippines," 1,857 ",2019
Sea,Dec,WA,Fremantle,Cattle,Breeder,China," 2,535 ",2019
Sea,Dec,WA,Fremantle,Cattle,Breeder,Indonesia, 769 ,2019
Sea,Dec,WA,Fremantle,Cattle,Feeder,Indonesia," 9,731 ",2019
Sea,Dec,WA,Fremantle,Cattle,Feeder,Israel," 10,963 ",2019
Sea,Dec,WA,Fremantle,Cattle,Feeder,Vietnam," 1,057 ",2019
Sea,Dec,WA,Fremantle,Cattle,Slaughter,China," 1,943 ",2019
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Jordan, 355 ,2019
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Kuwait, 144 ,2019
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Qatar, 799 ,2019
Sea,Dec,WA,Fremantle,Cattle,Slaughter,United Arab Emirates, 320 ,2019
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Vietnam," 6,778 ",2019
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Kuwait," 44,180 ",2019
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Qatar," 60,000 ",2019
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Jordan," 42,744 ",2019
Sea,Dec,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 17,000 ",2019
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Oman," 6,000 ",2019
Sea,Dec,WA,Geraldton,Cattle,Feeder,Indonesia," 2,707 ",2019
Sea,Dec,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 900 ,2019
Sea,Dec,NT,Darwin,Cattle,Slaughter,Sarawak, 400 ,2019
Air,Jan,NSW,Sydney,Sheep,Breeder,Malaysia, 910 ,2020
Air,Jan,NSW,Sydney,Cattle,Breeder,Malaysia, 372 ,2020
Air,Jan,SA,Adelaide,Cattle,Slaughter,Malaysia, 116 ,2020
Air,Jan,SA,Adelaide,Goats,Slaughter,Malaysia, 124 ,2020
Air,Jan,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,855 ",2020
Air,Jan,VIC,Melbourne,Goats,Breeder,Nepal, 28 ,2020
Air,Jan,VIC,Melbourne,Cattle,Breeder,Japan, 322 ,2020
Air,Jan,VIC,Melbourne,Sheep,Breeder,New Zealand, 2 ,2020
Sea,Jan,NT,Darwin,Buffalo,Slaughter,Vietnam, 312 ,2020
Sea,Jan,NT,Darwin,Buffalo,Feeder,Indonesia, 486 ,2020
Sea,Jan,NT,Darwin,Cattle,Feeder,Indonesia," 24,064 ",2020
Sea,Jan,NT,Darwin,Cattle,Slaughter,Vietnam," 4,152 ",2020
Sea,Jan,QLD,Brisbane,Cattle,Feeder,Japan," 1,500 ",2020
Sea,Jan,QLD,Townsville,Cattle,Feeder,Philippines," 1,809 ",2020
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia," 6,388 ",2020
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam," 26,040 ",2020
Sea,Jan,VIC,Portland,Cattle,Breeder,Oman," 2,625 ",2020
Sea,Jan,VIC,Portland,Cattle,Breeder,Pakistan," 1,497 ",2020
Sea,Jan,WA,Fremantle,Cattle,Breeder,Pakistan, 252 ,2020
Sea,Jan,WA,Fremantle,Cattle,Breeder,Qatar, 80 ,2020
Sea,Jan,WA,Fremantle,Cattle,Feeder,Vietnam," 7,064 ",2020
Sea,Jan,WA,Fremantle,Cattle,Feeder,Israel," 4,190 ",2020
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Vietnam," 5,593 ",2020
Sea,Jan,WA,Fremantle,Sheep,Slaughter,Kuwait," 10,313 ",2020
Sea,Jan,WA,Fremantle,Sheep,Slaughter,Qatar," 25,000 ",2020
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Qatar, 499 ,2020
Sea,Jan,WA,Fremantle,Sheep,Feeder,Israel," 8,964 ",2020
Air,Feb,VIC,Melbourne,Cattle,Breeder,Cambodia, 214 ,2020
Air,Feb,VIC,Melbourne,Sheep,Breeder,India, 420 ,2020
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia," 1,193 ",2020
Air,Feb,NSW,Sydney,Cattle,Breeder,Malaysia, 594 ,2020
Air,Feb,NSW,Sydney,Goats,Slaughter,Malaysia, 350 ,2020
Air,Feb,NSW,Sydney,Sheep,Slaughter,Malaysia, 133 ,2020
Air,Feb,NSW,Sydney,Cattle,Breeder,Indonesia, 120 ,2020
Air,Feb,NSW,Sydney,Cattle,Breeder,Japan, 345 ,2020
Air,Feb,NSW,Sydney,Goats,Breeder,Nepal, 28 ,2020
Air,Feb,NSW,Sydney,Sheep,Breeder,New Zealand, 8 ,2020
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia," 24,683 ",2020
Sea,Feb,NT,Darwin,Buffalo,Feeder,Indonesia, 355 ,2020
Sea,Feb,QLD,Alma,Cattle,Slaughter,Vietnam," 3,957 ",2020
Sea,Feb,QLD,Brisbane,Cattle,Feeder,Japan," 1,500 ",2020
Sea,Feb,QLD,Townsville,Cattle,Slaughter,Vietnam," 15,475 ",2020
Sea,Feb,QLD,Townsville,Cattle,Feeder,Indonesia," 10,486 ",2020
Sea,Feb,VIC,Portland,Cattle,Feeder,Russia," 12,076 ",2020
Sea,Feb,VIC,Portland,Cattle,Breeder,China," 12,084 ",2020
Sea,Feb,WA,Geraldton,Cattle,Feeder,Indonesia," 3,252 ",2020
Sea,Feb,WA,Fremantle,Cattle,Feeder,Russia," 4,579 ",2020
Sea,Feb,WA,Fremantle,Cattle,Slaughter,China," 1,924 ",2020
Sea,Feb,WA,Fremantle,Cattle,Breeder,China, 991 ,2020
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Malaysia," 2,661 ",2020
Sea,Feb,WA,Fremantle,Cattle,Feeder,Vietnam," 1,233 ",2020
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Kuwait," 21,948 ",2020
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Qatar," 30,000 ",2020
Sea,Feb,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 7,000 ",2020
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Oman," 5,000 ",2020
Air,Mar,NSW,Sydney,Cattle,Breeder,Taiwan, 11 ,2020
Air,Mar,NSW,Sydney,Cattle,Breeder,Vietnam, 12 ,2020
Air,Mar,NSW,Sydney,Cattle,Breeder,Malaysia, 621 ,2020
Air,Mar,NSW,Sydney,Cattle,Breeder,Indonesia, 120 ,2020
Air,Mar,NSW,Sydney,Goats,Breeder,Nepal, 55 ,2020
Air,Mar,NSW,Sydney,Sheep,Breeder,Argentina, 9 ,2020
Air,Mar,NSW,Sydney,Sheep,Breeder,Taiwan, 100 ,2020
Air,Mar,VIC,Melbourne,Cattle,Breeder,Taiwan, 228 ,2020
Air,Mar,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 69 ,2020
Air,Mar,VIC,Melbourne,Cattle,Breeder,Cambodia, 223 ,2020
Air,Mar,VIC,Melbourne,Goats,Breeder,United Arab Emirates, 70 ,2020
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia," 4,258 ",2020
Sea,Mar,NT,Darwin,Buffalo,Feeder,Indonesia, 603 ,2020
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 30,998 ",2020
Sea,Mar,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 797 ,2020
Sea,Mar,QLD,Townsville,Cattle,Slaughter,Vietnam," 14,513 ",2020
Sea,Mar,QLD,Townsville,Cattle,Slaughter,Indonesia," 3,288 ",2020
Sea,Mar,VIC,Portland,Cattle,Breeder,Pakistan, 980 ,2020
Sea,Mar,VIC,Portland,Cattle,Breeder,China," 9,686 ",2020
Sea,Mar,WA,Fremantle,Cattle,Breeder,China," 1,616 ",2020
Sea,Mar,WA,Fremantle,Cattle,Feeder,Israel," 4,939 ",2020
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Jordan, 155 ,2020
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Kuwait, 100 ,2020
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Qatar, 500 ,2020
Sea,Mar,WA,Fremantle,Cattle,Slaughter,United Arab Emirates, 96 ,2020
Sea,Mar,WA,Fremantle,Cattle,Feeder,Vietnam," 10,045 ",2020
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Vietnam," 3,471 ",2020
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Qatar," 45,000 ",2020
Sea,Mar,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 22,000 ",2020
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Jordan," 43,004 ",2020
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Israel," 5,015 ",2020
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Kuwait," 58,864 ",2020
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Oman," 3,000 ",2020
Air,Apr,VIC,Melbourne,Sheep,Breeder,New Zealand, 2 ,2020
Air,Apr,VIC,Melbourne,Sheep,Breeder,China, 67 ,2020
Air,Apr,VIC,Melbourne,Goats,Breeder,China," 1,427 ",2020
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia," 1,423 ",2020
Air,Apr,NSW,Sydney,Cattle,Breeder,Indonesia, 242 ,2020
Air,Apr,NSW,Sydney,Cattle,Breeder,Cambodia, 131 ,2020
Air,Apr,NSW,Sydney,Cattle,Breeder,Taiwan, 194 ,2020
Air,Apr,NSW,Sydney,Goats,Breeder,Indonesia, 18 ,2020
Air,Apr,NSW,Sydney,Goats,Breeder,Vietnam, 65 ,2020
Air,Apr,NSW,Sydney,Goats,Breeder,Malaysia, 90 ,2020
Air,Apr,NSW,Sydney,Sheep,Breeder,Indonesia, 21 ,2020
Sea,Apr,NT,Darwin,Buffalo,Feeder,Indonesia, 284 ,2020
Sea,Apr,NT,Darwin,Cattle,Slaughter,Brunei Darussalam," 1,868 ",2020
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 8,621 ",2020
Sea,Apr,NT,Darwin,Cattle,Feeder,Philippines," 3,139 ",2020
Sea,Apr,NT,Darwin,Cattle,Slaughter,Vietnam," 4,625 ",2020
Sea,Apr,QLD,Brisbane,Cattle,Feeder,Japan," 1,493 ",2020
Sea,Apr,QLD,Townsville,Cattle,Feeder,Indonesia," 18,327 ",2020
Sea,Apr,QLD,Townsville,Cattle,Slaughter,Vietnam," 9,344 ",2020
Sea,Apr,VIC,Portland,Cattle,Feeder,Russia," 11,419 ",2020
Sea,Apr,VIC,Portland,Cattle,Breeder,China," 3,980 ",2020
Sea,Apr,WA,Broome,Cattle,Feeder,Indonesia," 6,560 ",2020
Sea,Apr,WA,Broome,Cattle,Slaughter,Malaysia," 3,528 ",2020
Sea,Apr,WA,Broome,Cattle,Feeder,Vietnam," 2,544 ",2020
Sea,Apr,WA,Fremantle,Cattle,Slaughter,China," 1,825 ",2020
Sea,Apr,WA,Fremantle,Cattle,Feeder,Russia," 2,899 ",2020
Sea,Apr,WA,Fremantle,Cattle,Feeder,Israel," 6,947 ",2020
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Kuwait, 416 ,2020
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Qatar," 1,484 ",2020
Sea,Apr,WA,Fremantle,Sheep,Breeder,Russia," 7,916 ",2020
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Oman," 17,000 ",2020
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 68,912 ",2020
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Qatar," 40,000 ",2020
Sea,Apr,WA,Wyndham,Cattle,Feeder,Indonesia," 3,300 ",2020
Air,May,NSW,Sydney,Sheep,Slaughter,Malaysia, 574 ,2020
Air,May,NSW,Sydney,Cattle,Breeder,Sabah, 5 ,2020
Air,May,NSW,Sydney,Goats,Breeder,Indonesia, 41 ,2020
Air,May,NSW,Sydney,Cattle,Breeder,Thailand, 41 ,2020
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,371 ",2020
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia," 1,099 ",2020
Air,May,VIC,Melbourne,Sheep,Breeder,New Zealand, 12 ,2020
Air,May,WA,Perth,Cattle,Slaughter,Malaysia, 141 ,2020
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 647 ,2020
Sea,May,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 550 ,2020
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 34,706 ",2020
Sea,May,NT,Darwin,Cattle,Feeder,Philippines," 1,435 ",2020
Sea,May,NT,Darwin,Cattle,Slaughter,Sarawak," 1,000 ",2020
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam," 10,145 ",2020
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan," 1,500 ",2020
Sea,May,QLD,Townsville,Cattle,Feeder,Indonesia," 5,872 ",2020
Sea,May,QLD,Townsville,Cattle,Feeder,Vietnam," 2,441 ",2020
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 10,096 ",2020
Sea,May,VIC,Portland,Cattle,Breeder,China," 20,519 ",2020
Sea,May,WA,Broome,Cattle,Slaughter,Malaysia," 2,233 ",2020
Sea,May,WA,Broome,Cattle,Feeder,Thailand," 1,736 ",2020
Sea,May,WA,Broome,Cattle,Feeder,Vietnam," 3,433 ",2020
Sea,May,WA,Broome,Cattle,Feeder,Indonesia," 7,005 ",2020
Sea,May,WA,Fremantle,Cattle,Slaughter,China," 1,863 ",2020
Sea,May,WA,Fremantle,Sheep,Slaughter,Kuwait," 38,565 ",2020
Sea,May,WA,Fremantle,Sheep,Slaughter,Qatar," 20,000 ",2020
Sea,May,WA,Fremantle,Cattle,Feeder,Jordan," 3,919 ",2020
Sea,May,WA,Fremantle,Sheep,Slaughter,Jordan," 54,523 ",2020
Air,Jun,NSW,Sydney,Alpacas,Breeder,South Korea, 60 ,2020
Air,Jun,NSW,Sydney,Cattle,Breeder,Malaysia, 124 ,2020
Air,Jun,NSW,Sydney,Goats,Breeder,Philippines, 23 ,2020
Air,Jun,NSW,Sydney,Sheep,Breeder,Philippines, 1 ,2020
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia," 3,510 ",2020
Air,Jun,WA,Perth,Alpacas,Breeder,Hong Kong, 6 ,2020
Air,Jun,WA,Perth,Cattle,Slaughter,Malaysia, 127 ,2020
Air,Jun,WA,Perth,Goats,Slaughter,Malaysia, 62 ,2020
Sea,Jun,NT,Darwin,Buffalo,Feeder,Indonesia," 1,137 ",2020
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 36,099 ",2020
Sea,Jun,NT,Darwin,Cattle,Feeder,Philippines," 2,941 ",2020
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 4,324 ",2020
Sea,Jun,QLD,Townsville,Cattle,Feeder,Indonesia," 15,211 ",2020
Sea,Jun,QLD,Townsville,Cattle,Feeder,Vietnam," 4,244 ",2020
Sea,Jun,QLD,Townsville,Cattle,Slaughter,Vietnam," 18,196 ",2020
Sea,Jun,VIC,Geelong,Cattle,Breeder,China," 2,922 ",2020
Sea,Jun,VIC,Portland,Cattle,Breeder,China," 8,391 ",2020
Sea,Jun,WA,Broome,Cattle,Slaughter,Vietnam," 5,597 ",2020
Sea,Jun,WA,Broome,Cattle,Slaughter,Malaysia," 2,516 ",2020
Sea,Jun,WA,Broome,Cattle,Feeder,Indonesia," 15,752 ",2020
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Kuwait," 33,341 ",2020
Sea,Jun,WA,Fremantle,Cattle,Slaughter,China," 1,785 ",2020
Sea,Jun,WA,Fremantle,Cattle,Feeder,Israel," 6,012 ",2020
Air,Jul,NSW,Sydney,Alpacas,Breeder,South Korea, 24 ,2020
Air,Jul,NSW,Sydney,Cattle,Breeder,Indonesia, 115 ,2020
Air,Jul,NSW,Sydney,Goats,Breeder,Thailand, 57 ,2020
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Vietnam, 470 ,2020
Sea,Jul,NT,Darwin,Buffalo,Feeder,Indonesia, 674 ,2020
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 34,484 ",2020
Sea,Jul,NT,Darwin,Cattle,Slaughter,Brunei Darussalam," 1,304 ",2020
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam," 3,502 ",2020
Sea,Jul,QLD,Brisbane,Cattle,Feeder,Japan," 1,310 ",2020
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam," 10,073 ",2020
Sea,Jul,VIC,Portland,Cattle,Breeder,China," 4,000 ",2020
Sea,Jul,WA,Broome,Cattle,Breeder,Vietnam, 427 ,2020
Sea,Jul,WA,Broome,Cattle,Feeder,Vietnam," 3,295 ",2020
Sea,Jul,WA,Broome,Cattle,Slaughter,Malaysia," 3,047 ",2020
Sea,Jul,WA,Wyndham,Cattle,Feeder,Indonesia," 5,389 ",2020
Air,Aug,NSW,Sydney,Cattle,Breeder,Malaysia, 142 ,2020
Air,Aug,NSW,Sydney,Cattle,Breeder,Thailand, 50 ,2020
Air,Aug,VIC,Melbourne,Goats,Breeder,China," 1,776 ",2020
Air,Aug,VIC,Melbourne,Sheep,Breeder,China, 317 ,2020
Air,Aug,VIC,Melbourne,Cattle,Breeder,Thailand, 200 ,2020
Air,Aug,WA,Perth,Cattle,Slaughter,Malaysia, 130 ,2020
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia," 2,267 ",2020
Sea,Aug,NT,Darwin,Buffalo,Slaughter,Vietnam, 818 ,2020
Sea,Aug,NT,Darwin,Buffalo,Feeder,Indonesia, 750 ,2020
Sea,Aug,NT,Darwin,Cattle,Breeder,Sarawak, 999 ,2020
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 25,642 ",2020
Sea,Aug,NT,Darwin,Cattle,Feeder,Philippines," 4,487 ",2020
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam," 2,766 ",2020
Sea,Aug,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 249 ,2020
Sea,Aug,NT,Darwin,Cattle,Slaughter,Sarawak, 130 ,2020
Sea,Aug,QLD,Brisbane,Cattle,Feeder,Japan," 1,336 ",2020
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam," 10,274 ",2020
Sea,Aug,VIC,Portland,Cattle,Breeder,China," 13,011 ",2020
Sea,Aug,WA,Port Hedland,Cattle,Feeder,Indonesia," 2,581 ",2020
Sea,Aug,WA,Broome,Cattle,Breeder,Malaysia, 100 ,2020
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia," 10,360 ",2020
Sea,Aug,WA,Broome,Cattle,Feeder,Vietnam," 2,741 ",2020
Sea,Aug,WA,Broome,Cattle,Slaughter,Malaysia," 2,361 ",2020
Air,Sep,NSW,Sydney,Alpacas,Breeder,South Korea, 12 ,2020
Air,Sep,NSW,Sydney,Cattle,Breeder,Malaysia, 92 ,2020
Air,Sep,NSW,Sydney,Goats,Breeder,Philippines, 94 ,2020
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia, 448 ,2020
Air,Sep,NSW,Sydney,Sheep,Breeder,Sarawak, 102 ,2020
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,051 ",2020
Air,Sep,VIC,Melbourne,Cattle,Breeder,Indonesia, 12 ,2020
Air,Sep,WA,Perth,Cattle,Slaughter,Malaysia, 66 ,2020
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia," 2,404 ",2020
Air,Sep,WA,Perth,Sheep,Breeder,Malaysia, 62 ,2020
Sea,Sep,NT,Darwin,Buffalo,Feeder,Indonesia, 586 ,2020
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia," 12,491 ",2020
Sea,Sep,NT,Darwin,Cattle,Feeder,Philippines," 1,736 ",2020
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam," 2,739 ",2020
Sea,Sep,QLD,Brisbane,Cattle,Feeder,Japan," 1,310 ",2020
Sea,Sep,QLD,Townsville,Cattle,Slaughter,Vietnam," 9,762 ",2020
Sea,Sep,QLD,Townsville,Cattle,Feeder,Indonesia," 19,500 ",2020
Sea,Sep,VIC,Portland,Cattle,Breeder,China," 9,673 ",2020
Sea,Sep,VIC,Geelong,Cattle,Breeder,China," 3,378 ",2020
